customer_age,age_group,gender,income_category,income_inr,income_group,credit_limit,total_trans_amt,total_trans_count,avg_trans_value,spending_level
55,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2252,1291,27,47.81481481,Medium
26,26 - 35,F,Less than $40K,<Rs33L,Low Income,2557,2266,57,39.75438596,High
35,26 - 35,F,Less than $40K,<Rs33L,Low Income,2300,1485,34,43.67647059,Medium
31,26 - 35,F,Less than $40K,<Rs33L,Low Income,3540,1912,45,42.48888889,Medium
53,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,22938,3428,54,63.48148148,High
45,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,13129,2564,56,45.78571429,High
39,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,34516,1668,36,46.33333333,Medium
61,55+,F,Less than $40K,<Rs33L,Low Income,3396,1418,36,39.38888889,Medium
31,26 - 35,F,Less than $40K,<Rs33L,Low Income,4712,2568,62,41.41935484,High
37,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,7638,2336,58,40.27586207,High
41,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2624,4189,74,56.60810811,High
58,55+,M,$120K +,Rs1Cr +,High Income,17934,2005,48,41.77083333,High
45,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,15198,3183,64,49.734375,High
57,55+,F,Less than $40K,<Rs33L,Low Income,3191,1501,35,42.88571429,Medium
35,26 - 35,M,$60K - $80K,Rs50L - Rs66L,Mid Income,6053,2208,59,37.42372881,High
39,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,5510,1980,42,47.14285714,Medium
55,46 - 55,M,$120K +,Rs1Cr +,High Income,12875,1624,40,40.6,Medium
41,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,2602,3151,78,40.3974359,High
55,46 - 55,F,Less than $40K,<Rs33L,Low Income,2041,2118,48,44.125,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,2548,2055,54,38.05555556,High
57,55+,M,$120K +,Rs1Cr +,High Income,4698,1865,35,53.28571429,Medium
40,36 - 45,F,Less than $40K,<Rs33L,Low Income,2222,3302,65,50.8,High
47,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,8217,1848,56,33,Medium
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,10091,3347,64,52.296875,High
39,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,19074,3762,74,50.83783784,High
39,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,34516,3899,78,49.98717949,High
36,36 - 45,M,$120K +,Rs1Cr +,High Income,12852,1606,33,48.66666667,Medium
36,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,12763,2599,46,56.5,High
29,26 - 35,M,Less than $40K,<Rs33L,Low Income,2827,1608,30,53.6,Medium
56,55+,F,Unknown,Unknown,Unknown,8242,1559,44,35.43181818,Medium
37,36 - 45,F,Less than $40K,<Rs33L,Low Income,1825,2878,54,53.2962963,High
61,55+,M,Less than $40K,<Rs33L,Low Income,1438.3,1448,31,46.70967742,Medium
36,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,5497,1981,38,52.13157895,Medium
51,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,6778,3158,71,44.47887324,High
46,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4267,1067,23,46.39130435,Low
31,26 - 35,F,Less than $40K,<Rs33L,Low Income,3273,2726,57,47.8245614,High
33,26 - 35,M,$40K - $60K,Rs33L - Rs50L,Low Income,9371,2518,67,37.58208955,High
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,2987,73,40.91780822,High
57,55+,F,Unknown,Unknown,Unknown,8389,1334,38,35.10526316,Medium
65,55+,M,Unknown,Unknown,Unknown,28410,2278,77,29.58441558,High
48,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,6168,4303,80,53.7875,High
57,55+,F,Unknown,Unknown,Unknown,2111,3871,87,44.49425287,High
63,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,3141,1539,35,43.97142857,Medium
50,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,8307,2293,36,63.69444444,High
39,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,30753,1780,33,53.93939394,Medium
39,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2731,1813,38,47.71052632,Medium
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,2890,2040,36,56.66666667,High
52,46 - 55,M,$120K +,Rs1Cr +,High Income,34516,2848,56,50.85714286,High
37,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,8058,2774,52,53.34615385,High
50,46 - 55,F,Unknown,Unknown,Unknown,5660,1932,35,55.2,Medium
59,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4230,1480,35,42.28571429,Medium
38,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,9515,4642,61,76.09836066,High
65,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,10962,2724,71,38.36619718,High
57,55+,M,$120K +,Rs1Cr +,High Income,23848,1591,43,37,Medium
65,55+,M,Unknown,Unknown,Unknown,10144,1234,24,51.41666667,Medium
38,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,2997,2807,60,46.78333333,High
41,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2647,2262,47,48.12765957,High
55,46 - 55,F,Less than $40K,<Rs33L,Low Income,4580,1694,34,49.82352941,Medium
28,26 - 35,M,Unknown,Unknown,Unknown,2608,1822,33,55.21212121,Medium
31,26 - 35,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,34516,2329,69,33.75362319,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,3156,2739,56,48.91071429,High
44,36 - 45,F,Unknown,Unknown,Unknown,24936,1810,38,47.63157895,Medium
55,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,26101,1472,48,30.66666667,Medium
57,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,14270,1222,37,33.02702703,Medium
28,26 - 35,M,Unknown,Unknown,Unknown,25618,2157,49,44.02040816,High
35,26 - 35,F,Less than $40K,<Rs33L,Low Income,3230,1914,31,61.74193548,Medium
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,8881,2632,54,48.74074074,High
65,55+,F,Unknown,Unknown,Unknown,11037,2429,63,38.55555556,High
50,46 - 55,F,Unknown,Unknown,Unknown,16763,3626,69,52.55072464,High
31,26 - 35,M,$40K - $60K,Rs33L - Rs50L,Low Income,2621,2718,71,38.28169014,High
49,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,4939,3764,64,58.8125,High
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,4419,4535,75,60.46666667,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,9235,1739,42,41.4047619,Medium
63,55+,F,Less than $40K,<Rs33L,Low Income,3055,1405,40,35.125,Medium
41,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,19412,1576,41,38.43902439,Medium
56,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,12786,1205,19,63.42105263,Medium
55,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4666,1281,28,45.75,Medium
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,4894,3277,67,48.91044776,High
35,26 - 35,M,$120K +,Rs1Cr +,High Income,27389,2754,60,45.9,High
30,26 - 35,F,Less than $40K,<Rs33L,Low Income,2132,3265,74,44.12162162,High
37,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,6590,2449,67,36.55223881,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,3176,1634,53,30.83018868,Medium
37,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4288,2591,57,45.45614035,High
65,55+,F,Unknown,Unknown,Unknown,20130,2444,49,49.87755102,High
48,46 - 55,M,Less than $40K,<Rs33L,Low Income,5945,3598,67,53.70149254,High
37,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,3350,2849,61,46.70491803,High
35,26 - 35,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4008,2794,58,48.17241379,High
35,26 - 35,F,Less than $40K,<Rs33L,Low Income,5780,2960,65,45.53846154,High
49,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2497,2922,53,55.13207547,High
26,26 - 35,F,Unknown,Unknown,Unknown,10286,2564,57,44.98245614,High
58,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2347,1631,40,40.775,Medium
29,26 - 35,F,Unknown,Unknown,Unknown,23125,2536,69,36.75362319,High
58,55+,F,Less than $40K,<Rs33L,Low Income,3034,1617,29,55.75862069,Medium
33,26 - 35,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,7081,2249,47,47.85106383,High
36,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,6824,1933,48,40.27083333,Medium
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,2250,40,56.25,High
41,36 - 45,M,Less than $40K,<Rs33L,Low Income,2683,2274,52,43.73076923,High
46,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,12280,4263,70,60.9,High
58,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,14607,1393,38,36.65789474,Medium
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,2267,3709,64,57.953125,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,2556,1401,30,46.7,Medium
39,36 - 45,F,Unknown,Unknown,Unknown,12512,2995,60,49.91666667,High
49,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,11332,3806,65,58.55384615,High
35,26 - 35,F,Less than $40K,<Rs33L,Low Income,3073,1944,55,35.34545455,Medium
47,46 - 55,M,$120K +,Rs1Cr +,High Income,34516,1805,46,39.23913043,Medium
38,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,5323,1783,33,54.03030303,Medium
56,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,9078,1543,34,45.38235294,Medium
56,55+,M,$120K +,Rs1Cr +,High Income,27029,1302,27,48.22222222,Medium
38,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,9859,4345,72,60.34722222,High
46,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,4026,1102,27,40.81481481,Low
37,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,2608,2565,72,35.625,High
63,55+,F,Less than $40K,<Rs33L,Low Income,3552,1342,26,51.61538462,Medium
65,55+,F,Less than $40K,<Rs33L,Low Income,4613,2328,62,37.5483871,High
38,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,10386,2119,52,40.75,High
45,36 - 45,F,Unknown,Unknown,Unknown,34516,1906,39,48.87179487,Medium
26,26 - 35,M,$40K - $60K,Rs33L - Rs50L,Low Income,2657,2349,41,57.29268293,High
58,55+,F,Less than $40K,<Rs33L,Low Income,5031,1433,34,42.14705882,Medium
48,46 - 55,M,$120K +,Rs1Cr +,High Income,34516,1312,32,41,Medium
26,26 - 35,F,$40K - $60K,Rs33L - Rs50L,Low Income,1612,2148,40,53.7,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,2423,2038,64,31.84375,High
33,26 - 35,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,7140,916,18,50.88888889,Low
62,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,3377,1407,44,31.97727273,Medium
55,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,34516,1187,40,29.675,Low
40,36 - 45,F,Less than $40K,<Rs33L,Low Income,2295,3292,62,53.09677419,High
46,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,3150,3432,71,48.33802817,High
58,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,2165,1541,33,46.6969697,Medium
47,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4249,1881,49,38.3877551,Medium
50,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2966,1986,50,39.72,Medium
53,46 - 55,M,$120K +,Rs1Cr +,High Income,1612,1564,33,47.39393939,Medium
45,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,14593,3447,72,47.875,High
48,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,8327,4428,82,54,High
43,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,34516,4149,86,48.24418605,High
60,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,6479,1618,47,34.42553191,Medium
56,55+,M,$120K +,Rs1Cr +,High Income,18442,1281,36,35.58333333,Medium
43,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,2800,1994,41,48.63414634,Medium
57,55+,F,Less than $40K,<Rs33L,Low Income,3032,1387,30,46.23333333,Medium
52,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2151,3446,58,59.4137931,High
56,55+,F,Unknown,Unknown,Unknown,24073,1341,37,36.24324324,Medium
43,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,25517,2508,44,57,High
38,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,7709,2520,61,41.31147541,High
53,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,4065,1271,36,35.30555556,Medium
52,46 - 55,F,Unknown,Unknown,Unknown,13169,4370,83,52.65060241,High
58,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,11811,1469,29,50.65517241,Medium
34,26 - 35,F,Less than $40K,<Rs33L,Low Income,7440,2251,63,35.73015873,High
36,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,12714,2240,53,42.26415094,High
55,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,3735,1749,41,42.65853659,Medium
54,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,25882,1736,48,36.16666667,Medium
36,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,3877,1942,42,46.23809524,Medium
35,26 - 35,F,Unknown,Unknown,Unknown,3280,2534,78,32.48717949,High
53,46 - 55,M,$120K +,Rs1Cr +,High Income,11023,1656,41,40.3902439,Medium
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,6182,3546,63,56.28571429,High
37,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,2186,2614,67,39.01492537,High
45,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,17996,1589,30,52.96666667,Medium
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,2306,2097,57,36.78947368,High
38,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,26556,3168,73,43.39726027,High
35,26 - 35,F,Less than $40K,<Rs33L,Low Income,5779,2102,32,65.6875,High
36,36 - 45,F,Less than $40K,<Rs33L,Low Income,5494,2661,58,45.87931034,High
33,26 - 35,M,$120K +,Rs1Cr +,High Income,7571,2273,49,46.3877551,High
28,26 - 35,M,Less than $40K,<Rs33L,Low Income,2897,2698,73,36.95890411,High
36,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,3131,2315,63,36.74603175,High
34,26 - 35,F,Less than $40K,<Rs33L,Low Income,4274,2257,54,41.7962963,High
55,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4980,2273,66,34.43939394,High
61,55+,F,Less than $40K,<Rs33L,Low Income,3156,1376,44,31.27272727,Medium
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,6861,3974,63,63.07936508,High
54,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,15554,2836,61,46.49180328,High
39,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,26570,2118,33,64.18181818,High
51,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,22224,3346,69,48.49275362,High
47,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,10606,2694,61,44.16393443,High
37,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,5865,2623,47,55.80851064,High
47,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,5369,1898,50,37.96,Medium
56,55+,M,$120K +,Rs1Cr +,High Income,5188,1540,30,51.33333333,Medium
53,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,17742,3369,55,61.25454545,High
62,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,2591,2123,56,37.91071429,High
58,55+,F,Less than $40K,<Rs33L,Low Income,2800,1571,36,43.63888889,Medium
57,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,6543,1519,31,49,Medium
54,46 - 55,F,Unknown,Unknown,Unknown,26053,2768,70,39.54285714,High
33,26 - 35,F,$40K - $60K,Rs33L - Rs50L,Low Income,6316,2401,71,33.81690141,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,4658,1351,30,45.03333333,Medium
30,26 - 35,M,$60K - $80K,Rs50L - Rs66L,Mid Income,6476,2723,66,41.25757576,High
36,36 - 45,F,Less than $40K,<Rs33L,Low Income,8087,2429,69,35.20289855,High
60,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,9033,1661,35,47.45714286,Medium
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,3206,3253,72,45.18055556,High
55,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,28751,1502,34,44.17647059,Medium
55,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2938,1352,30,45.06666667,Medium
31,26 - 35,M,Less than $40K,<Rs33L,Low Income,5715,2324,67,34.68656716,High
55,46 - 55,F,Less than $40K,<Rs33L,Low Income,2111,2803,61,45.95081967,High
36,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,11862,2576,74,34.81081081,High
34,26 - 35,F,Less than $40K,<Rs33L,Low Income,2791,2214,56,39.53571429,High
33,26 - 35,F,Less than $40K,<Rs33L,Low Income,6551,2429,77,31.54545455,High
30,26 - 35,M,$40K - $60K,Rs33L - Rs50L,Low Income,4533,2679,69,38.82608696,High
54,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1854,1307,39,33.51282051,Medium
53,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,6704,1331,30,44.36666667,Medium
59,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,34516,3259,65,50.13846154,High
41,36 - 45,M,$120K +,Rs1Cr +,High Income,5489,4085,65,62.84615385,High
45,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,10619,4074,65,62.67692308,High
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,2481,1825,51,35.78431373,Medium
57,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,5100,1032,26,39.69230769,Low
63,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,5905,3982,65,61.26153846,High
35,26 - 35,F,Unknown,Unknown,Unknown,9293,2314,59,39.22033898,High
35,26 - 35,M,$60K - $80K,Rs50L - Rs66L,Mid Income,5240,2172,38,57.15789474,High
53,46 - 55,M,$120K +,Rs1Cr +,High Income,4182,1297,24,54.04166667,Medium
33,26 - 35,F,Less than $40K,<Rs33L,Low Income,9857,3448,103,33.47572816,High
38,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,20117,2906,58,50.10344828,High
31,26 - 35,M,Less than $40K,<Rs33L,Low Income,6012,2801,72,38.90277778,High
37,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,6369,2675,47,56.91489362,High
36,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,13005,3023,53,57.03773585,High
39,36 - 45,F,Unknown,Unknown,Unknown,1575,644,15,42.93333333,Low
58,55+,F,Less than $40K,<Rs33L,Low Income,6679,1649,29,56.86206897,Medium
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,6458,2315,49,47.24489796,High
61,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,20803,2073,43,48.20930233,High
34,26 - 35,M,$40K - $60K,Rs33L - Rs50L,Low Income,5540,1524,31,49.16129032,Medium
55,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2801,1526,44,34.68181818,Medium
50,46 - 55,M,Less than $40K,<Rs33L,Low Income,2419,4099,73,56.15068493,High
33,26 - 35,M,$40K - $60K,Rs33L - Rs50L,Low Income,5156,2057,54,38.09259259,High
48,46 - 55,F,Unknown,Unknown,Unknown,14228,1970,51,38.62745098,Medium
63,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,10257,1508,30,50.26666667,Medium
54,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,3032,1037,14,74.07142857,Low
41,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,1438.3,1786,26,68.69230769,Medium
51,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,32096,2619,69,37.95652174,High
54,46 - 55,F,Unknown,Unknown,Unknown,3014,1488,30,49.6,Medium
47,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,5762,3814,88,43.34090909,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,2555,3127,45,69.48888889,High
34,26 - 35,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,34516,2421,63,38.42857143,High
64,55+,M,Less than $40K,<Rs33L,Low Income,2140,1280,34,37.64705882,Medium
62,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,4760,1459,20,72.95,Medium
38,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,26372,2291,56,40.91071429,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,8203,2910,63,46.19047619,High
35,26 - 35,F,$40K - $60K,Rs33L - Rs50L,Low Income,2655,1921,26,73.88461538,Medium
35,26 - 35,M,$120K +,Rs1Cr +,High Income,13655,2383,59,40.38983051,High
54,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,12169,1599,38,42.07894737,Medium
35,26 - 35,F,Less than $40K,<Rs33L,Low Income,2956,2144,58,36.96551724,High
35,26 - 35,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2598,2483,59,42.08474576,High
36,36 - 45,F,Unknown,Unknown,Unknown,10566,2156,64,33.6875,High
33,26 - 35,F,$40K - $60K,Rs33L - Rs50L,Low Income,8232,2849,67,42.52238806,High
53,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,26365,3411,68,50.16176471,High
37,36 - 45,F,Less than $40K,<Rs33L,Low Income,4671,2468,58,42.55172414,High
35,26 - 35,M,$120K +,Rs1Cr +,High Income,14869,2753,48,57.35416667,High
59,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,2300,1693,27,62.7037037,Medium
47,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2797,3525,63,55.95238095,High
48,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2657,3580,77,46.49350649,High
58,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,9149,1220,36,33.88888889,Medium
55,46 - 55,F,Less than $40K,<Rs33L,Low Income,2629,1725,41,42.07317073,Medium
37,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,3176,2298,67,34.29850746,High
57,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,21875,1327,31,42.80645161,Medium
60,55+,M,Unknown,Unknown,Unknown,3007,1475,31,47.58064516,Medium
50,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,17404,4491,78,57.57692308,High
56,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2863,1458,39,37.38461538,Medium
48,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,34516,3205,57,56.22807018,High
40,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,13919,3699,67,55.20895522,High
48,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,18672,1126,35,32.17142857,Low
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,4204,4740,67,70.74626866,High
61,55+,F,Less than $40K,<Rs33L,Low Income,6859,1617,26,62.19230769,Medium
36,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,16050,3215,56,57.41071429,High
46,46 - 55,M,$120K +,Rs1Cr +,High Income,34516,2436,71,34.30985915,High
28,26 - 35,M,Unknown,Unknown,Unknown,16766,3093,77,40.16883117,High
49,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,20895,3210,65,49.38461538,High
44,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,7881,3068,77,39.84415584,High
57,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,13427,1337,27,49.51851852,Medium
37,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2281,2735,58,47.15517241,High
57,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,10974,1327,26,51.03846154,Medium
33,26 - 35,M,$60K - $80K,Rs50L - Rs66L,Mid Income,8925,741,10,74.1,Low
46,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,5265,3281,68,48.25,High
45,36 - 45,F,Unknown,Unknown,Unknown,17156,1142,33,34.60606061,Low
53,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,13457,1548,41,37.75609756,Medium
52,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2742,3829,72,53.18055556,High
34,26 - 35,M,$60K - $80K,Rs50L - Rs66L,Mid Income,3890,1889,51,37.03921569,Medium
55,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,17198,4042,62,65.19354839,High
53,46 - 55,M,$120K +,Rs1Cr +,High Income,3401,1924,54,35.62962963,Medium
37,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,18951,2874,58,49.55172414,High
58,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,1454,3060,56,54.64285714,High
33,26 - 35,M,$120K +,Rs1Cr +,High Income,27499,2202,46,47.86956522,High
39,36 - 45,M,$120K +,Rs1Cr +,High Income,32964,3094,45,68.75555556,High
37,36 - 45,F,Less than $40K,<Rs33L,Low Income,7411,2761,77,35.85714286,High
32,26 - 35,M,$40K - $60K,Rs33L - Rs50L,Low Income,7200,3006,83,36.21686747,High
26,26 - 35,F,Unknown,Unknown,Unknown,12007,2678,50,53.56,High
60,55+,F,Less than $40K,<Rs33L,Low Income,3147,1558,23,67.73913043,Medium
37,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,5110,3028,76,39.84210526,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,5438,5029,75,67.05333333,High
56,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,17450,1426,38,37.52631579,Medium
52,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,18352,1454,29,50.13793103,Medium
34,26 - 35,M,$120K +,Rs1Cr +,High Income,5030,3345,69,48.47826087,High
47,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,34516,1823,27,67.51851852,Medium
26,26 - 35,M,Less than $40K,<Rs33L,Low Income,1585,2299,49,46.91836735,High
54,46 - 55,M,$120K +,Rs1Cr +,High Income,3251,1406,31,45.35483871,Medium
35,26 - 35,F,Less than $40K,<Rs33L,Low Income,2858,2844,73,38.95890411,High
52,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,34516,3284,65,50.52307692,High
41,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,16443,4252,64,66.4375,High
